segment_point_id,latitude,longitude,road_code,route_segment,road_type,provincia,is_highway,km_marker,imd_total,imd_light,imd_heavy,pct_heavy,demand_index,imd_station_dist_km,imd_low_confidence,ev_fleet_province_2027,ev_fleet_point_allocated,ev_penetration_rate_2027,estimated_daily_ev_passages,nearest_charger_dist_km,nearest_charger_power_kw,nearest_charger_connections,nearest_fast_charger_dist_km,coverage_gap_flag,coverage_gap_km,available_capacity_mw,available_capacity_kw,nearest_substation_dist_km,distributor_network,grid_low_confidence,estimated_ev_demand_kw,n_chargers_proposed,grid_load_ratio,grid_status,traffic_weighted_demand,composite_priority_score
A4_0074,38.095935,-3.803976,A-4,A-4,AUTOVÍA,CÓRDOBA,True,450.0,26968,22923.0,4045.0,15.0,4153.0,35.79,True,20131,1823.59,0.3,6876.9,1.943,200000.0,16,1.943,False,0.0,51.53,51530.0,81.997,Endesa,True,20630.7,12,0.400363,Moderate,6876.9,0.316272
A4_0075,37.860004,-4.772108,A-4,A-4,AUTOVÍA,CÓRDOBA,True,500.0,1298,1103.0,195.0,15.0,5344.0,12.68,False,20131,87.77,0.3,330.9,1.121,143650.0,12,1.121,False,0.0,51.53,51530.0,8.34,Endesa,False,992.7,11,0.019265,Sufficient,330.9,0.253009
A4_0076,39.523982,-3.522632,A-4,A-4,AUTOVÍA,CÓRDOBA,True,550.0,2612,2220.0,392.0,15.0,27564.0,26.84,True,20131,176.63,0.3,666.0,0.246,563000.0,20,0.246,False,0.0,9.13,9130.0,2.622,Endesa,False,1998.0,12,0.218839,Sufficient,666.0,0.256106
A40_0077,40.026214,-2.950793,A-40,A-40,AUTOVÍA,CUENCA,True,0.0,4975,4229.0,746.0,15.0,22746.0,8.0,False,30261,336.41,0.3,1268.7,0.193,472000.0,16,0.193,False,0.0,10.18,10180.0,29.207,i-DE,True,3806.1,12,0.37388,Moderate,1268.7,0.261836
A40_0078,40.073398,-2.293468,A-40,A-40,AUTOVÍA,CUENCA,True,50.0,25915,22028.0,3887.0,15.0,23997.0,50.66,True,30261,1752.35,0.3,6608.4,10.457,143650.0,12,10.457,False,0.0,20.3,20300.0,14.892,i-DE,False,19825.2,12,0.976611,Congested,6608.4,0.313211
A40_0079,39.934805,-4.112646,A-40,A-40,AUTOVÍA,CUENCA,True,100.0,3019,2566.0,453.0,15.0,15204.0,31.46,True,30261,204.14,0.3,769.8,7.041,88000.0,16,7.041,False,0.0,2.86,2860.0,46.918,i-DE,True,2309.4,12,0.807483,Congested,769.8,0.25665
A40_0080,39.984412,-3.116222,A-40,A-40,AUTOVÍA,CUENCA,True,150.0,4975,4229.0,746.0,15.0,995.0,4.62,False,30261,336.41,0.3,1268.7,8.65,286000.0,24,8.65,False,0.0,10.18,10180.0,27.599,i-DE,True,3806.1,12,0.37388,Moderate,1268.7,0.261836
A41_0081,38.789201,-4.070615,A-41,A-41,AUTOVÍA,CIUDAD REAL,True,0.0,10526,8947.0,1579.0,15.0,27789.0,22.27,True,13749,711.78,0.3,2684.1,7.895,143650.0,12,7.895,False,0.0,5.2,5200.0,45.053,i-DE,True,8052.3,12,1.548519,Congested,2684.1,0.274654
A42_0082,39.841724,-3.981243,A-42,A-42,AUTOVÍA,TOLEDO,True,0.0,8116,6899.0,1217.0,15.0,7434.0,23.88,True,14360,548.78,0.3,2069.7,2.265,3840000.0,64,2.265,False,0.0,2.86,2860.0,51.835,i-DE,True,6209.1,12,2.171014,Congested,2069.7,0.268198
A42_0083,40.257043,-3.762991,A-42,A-42,AUTOVÍA,TOLEDO,True,50.0,133792,113723.0,20069.0,15.0,9499.0,4.8,False,14360,9046.6,0.3,34116.9,0.284,143650.0,12,0.284,False,0.0,2.86,2860.0,5.958,i-DE,False,102350.7,12,35.786958,Congested,34116.9,0.5529
A44_0084,36.851753,-3.492028,A-44,A-44,AUTOVÍA,GRANADA,True,0.0,25693,21839.0,3854.0,15.0,514.0,0.01,False,16255,1737.35,0.3,6551.7,11.137,143650.0,12,11.137,False,0.0,51.53,51530.0,159.972,Endesa,True,19655.1,12,0.38143,Moderate,6551.7,0.313129
A44_0085,37.22889,-3.666618,A-44,A-44,AUTOVÍA,GRANADA,True,50.0,27913,23726.0,4187.0,15.0,243373.0,41.23,True,16255,1887.46,0.3,7117.8,1.024,44340.0,8,1.024,False,0.0,51.53,51530.0,119.651,Endesa,True,21353.4,12,0.414388,Moderate,7117.8,0.3186
A44_0086,37.717408,-3.672958,A-44,A-44,AUTOVÍA,GRANADA,True,100.0,1497,1272.0,225.0,15.0,1022.0,59.42,True,16255,101.23,0.3,381.6,9.294,280000.0,12,9.294,False,0.0,51.53,51530.0,93.928,Endesa,True,1144.8,12,0.022216,Sufficient,381.6,0.253499
A44_0087,37.904752,-3.782998,A-44,A-44,AUTOVÍA,GRANADA,True,150.0,15860,13481.0,2379.0,15.0,793.0,43.83,True,16255,1072.45,0.3,4044.3,4.01,14000.0,8,4.01,False,0.0,51.53,51530.0,81.508,Endesa,True,12132.9,12,0.235453,Sufficient,4044.3,0.288897
A45_0088,37.238167,-4.540459,A-45,A-45,AUTOVÍA,CÓRDOBA,True,0.0,15848,13471.0,2377.0,15.0,364092.0,42.72,True,20131,1071.65,0.3,4041.3,6.143,42000.0,8,6.143,False,0.0,51.53,51530.0,76.78,Endesa,True,12123.9,12,0.235278,Sufficient,4041.3,0.288868
A45_0089,37.588594,-4.672422,A-45,A-45,AUTOVÍA,CÓRDOBA,True,50.0,1298,1103.0,195.0,15.0,5344.0,21.17,True,20131,87.77,0.3,330.9,2.535,120000.0,8,2.535,False,0.0,51.53,51530.0,36.57,Endesa,True,992.7,11,0.019265,Sufficient,330.9,0.253009
A45_0090,36.835245,-4.451028,A-45,A-45,AUTOVÍA,CÓRDOBA,True,100.0,15848,13471.0,2377.0,15.0,364092.0,2.84,False,20131,1071.65,0.3,4041.3,2.604,143650.0,12,2.604,False,0.0,51.53,51530.0,122.185,Endesa,True,12123.9,12,0.235278,Sufficient,4041.3,0.288868
A48_0091,36.357219,-6.106151,A-48,A-48,AUTOVÍA,CÁDIZ,True,0.0,47745,40583.0,7162.0,15.0,35093.0,32.64,True,41685,3228.5,0.3,12174.9,1.935,24300.0,8,1.935,False,0.0,34.24,34240.0,115.709,Endesa,True,36524.7,12,1.066726,Congested,12174.9,0.367192
A49_0092,37.360411,-6.197077,A-49,A-49,AUTOVÍA,SEVILLA,True,0.0,78660,66861.0,11799.0,15.0,323686.0,7.23,False,17824,5318.98,0.3,20058.3,0.241,2560000.0,48,0.241,False,0.0,34.24,34240.0,23.848,Endesa,True,60174.9,12,1.757445,Congested,20058.3,0.443198
A49_0093,37.249293,-7.340108,A-49,A-49,AUTOVÍA,SEVILLA,True,50.0,1025,871.0,154.0,15.0,11464.0,103.32,True,17824,69.31,0.3,261.3,4.871,143650.0,12,4.871,False,0.0,34.24,34240.0,126.026,Endesa,True,783.9,9,0.022894,Sufficient,261.3,0.25233
A49_0094,37.36825,-6.105999,A-49,A-49,AUTOVÍA,SEVILLA,True,100.0,78660,66861.0,11799.0,15.0,323686.0,0.91,False,17824,5318.98,0.3,20058.3,1.739,120000.0,8,1.739,False,0.0,34.24,34240.0,15.734,Endesa,True,60174.9,12,1.757445,Congested,20058.3,0.443198
A4A_0095,38.656496,-3.459561,A-4A,A-4A,AUTOVÍA,CIUDAD REAL,True,0.0,25499,21674.0,3825.0,15.0,5227.0,15.22,False,13749,1724.26,0.3,6502.2,1.417,42000.0,8,1.417,False,0.0,9.64,9640.0,86.925,i-DE,True,19506.6,12,2.023506,Congested,6502.2,0.311355
A4R2_0096,37.840182,-4.791942,A-4R2,A-4R2,AUTOVÍA,CÓRDOBA,True,0.0,1298,1103.0,195.0,15.0,5344.0,10.23,False,20131,87.77,0.3,330.9,0.548,66420.0,24,0.548,False,0.0,51.53,51530.0,11.146,Endesa,False,992.7,11,0.019265,Sufficient,330.9,0.253009
A5_0097,38.920469,-6.960597,A-5,A-5,AUTOVÍA,BADAJOZ,True,0.0,6675,5674.0,1001.0,15.0,5260.0,4.98,False,6409,451.32,0.3,1702.2,3.565,280000.0,12,3.565,False,0.0,6.85,6850.0,67.186,i-DE,True,5106.6,12,0.745489,Moderate,1702.2,0.265753
A5_0098,38.881773,-6.442718,A-5,A-5,AUTOVÍA,BADAJOZ,True,50.0,17688,15035.0,2653.0,15.0,21756.0,6.54,False,6409,1195.94,0.3,4510.5,5.531,44000.0,8,5.531,False,0.0,6.85,6850.0,88.279,i-DE,True,13531.5,12,1.975401,Congested,4510.5,0.292053
A5_0099,39.760784,-5.733082,A-5,A-5,AUTOVÍA,BADAJOZ,True,100.0,3174,2698.0,476.0,15.0,7751.0,36.87,True,6409,214.6,0.3,809.4,4.574,3000000.0,80,4.574,False,0.0,12.0,12000.0,23.983,i-DE,True,2428.2,12,0.20235,Sufficient,809.4,0.257511
A5_0100,38.890823,-7.011955,A-5,A-5,AUTOVÍA,BADAJOZ,True,150.0,6675,5674.0,1001.0,15.0,5260.0,4.69,False,6409,451.32,0.3,1702.2,0.806,100000.0,8,0.806,False,0.0,6.85,6850.0,70.12,i-DE,True,5106.6,12,0.745489,Moderate,1702.2,0.265753
A5_0101,39.695231,-5.699038,A-5,A-5,AUTOVÍA,BADAJOZ,True,200.0,3174,2698.0,476.0,15.0,7751.0,31.91,True,6409,214.6,0.3,809.4,7.534,143650.0,12,7.534,False,0.0,12.0,12000.0,31.129,i-DE,True,2428.2,12,0.20235,Sufficient,809.4,0.257511
A5_0102,39.926389,-5.192166,A-5,A-5,AUTOVÍA,BADAJOZ,True,250.0,3094,2630.0,464.0,15.0,8580.0,25.92,True,6409,209.2,0.3,789.0,0.581,374000.0,24,0.581,False,0.0,0.91,910.0,34.813,i-DE,True,2367.0,12,2.601099,Congested,789.0,0.255423
A5_0103,39.034542,-6.069144,A-5,A-5,AUTOVÍA,BADAJOZ,True,300.0,9188,7810.0,1378.0,15.0,3583.0,0.39,False,6409,621.23,0.3,2343.0,6.237,143650.0,12,6.237,False,0.0,7.62,7620.0,79.824,i-DE,True,7029.0,12,0.922441,Congested,2343.0,0.271836
A5_0104,39.886591,-5.528096,A-5,A-5,AUTOVÍA,BADAJOZ,True,350.0,4592,3903.0,689.0,15.0,46.0,43.79,True,6409,310.48,0.3,1170.9,0.418,177360.0,32,0.418,False,0.0,16.0,16000.0,16.836,i-DE,True,3512.7,12,0.219544,Sufficient,1170.9,0.261008
A50_0105,40.911246,-5.187004,A-50,A-50,AUTOVÍA,SALAMANCA,True,0.0,609,518.0,91.0,15.0,57.0,46.45,True,7946,41.18,0.3,155.4,1.96,194000.0,20,1.96,False,0.0,19.2,19200.0,78.899,i-DE,True,466.2,5,0.024281,Sufficient,155.4,0.251301
A50_0106,40.809173,-4.87754,A-50,A-50,AUTOVÍA,SALAMANCA,True,50.0,14612,12420.0,2192.0,15.0,10375.0,63.72,True,7946,988.03,0.3,3726.0,1.035,44000.0,8,1.035,False,0.0,19.2,19200.0,80.719,i-DE,True,11178.0,12,0.582188,Moderate,3726.0,0.285533
A52_0107,42.00864,-6.248045,A-52,A-52,AUTOVÍA,ZAMORA,True,0.0,10350,8798.0,1552.0,15.0,17564.0,47.33,True,7844,699.83,0.3,2639.4,18.478,143650.0,12,18.478,False,0.0,13.06,13060.0,57.127,i-DE,True,7918.2,12,0.606294,Moderate,2639.4,0.274963
A52_0108,41.988844,-7.553451,A-52,A-52,AUTOVÍA,ZAMORA,True,50.0,232,197.0,35.0,15.0,679.0,48.04,True,7844,15.69,0.3,59.1,5.693,143650.0,12,5.693,False,0.0,14.96,14960.0,44.581,i-DE,True,177.3,2,0.011852,Sufficient,59.1,0.250376
A52_0109,42.057568,-7.129581,A-52,A-52,AUTOVÍA,ZAMORA,True,100.0,232,197.0,35.0,15.0,1077.0,66.47,True,7844,15.69,0.3,59.1,5.238,3300000.0,40,5.238,False,0.0,14.96,14960.0,12.011,i-DE,False,177.3,2,0.011852,Sufficient,59.1,0.250376
A52_0110,42.041295,-6.779437,A-52,A-52,AUTOVÍA,ZAMORA,True,150.0,1069,909.0,160.0,15.0,1003.0,75.49,True,7844,72.28,0.3,272.7,11.544,424000.0,32,11.544,False,0.0,13.06,13060.0,16.468,i-DE,True,818.1,9,0.062642,Sufficient,272.7,0.25241
A52_0111,42.29236,-7.87729,A-52,A-52,AUTOVÍA,ZAMORA,True,200.0,4593,3904.0,689.0,15.0,3913.0,7.32,False,7844,310.56,0.3,1171.2,1.479,1200000.0,16,1.479,False,0.0,72.65,72650.0,49.535,i-DE,True,3513.6,12,0.048363,Sufficient,1171.2,0.261146
A52_0112,42.016678,-5.862706,A-52,A-52,AUTOVÍA,ZAMORA,True,250.0,10350,8798.0,1552.0,15.0,17564.0,15.71,False,7844,699.83,0.3,2639.4,13.698,143650.0,12,13.698,False,0.0,64.17,64170.0,54.481,i-DE,True,7918.2,12,0.123394,Sufficient,2639.4,0.275343
A52_0113,42.304561,-8.177939,A-52,A-52,AUTOVÍA,ZAMORA,True,300.0,4593,3904.0,689.0,15.0,1203.0,16.83,False,7844,310.56,0.3,1171.2,5.344,44000.0,8,5.344,False,0.0,72.65,72650.0,74.146,i-DE,True,3513.6,12,0.048363,Sufficient,1171.2,0.261146
A54_0114,42.877543,-7.893263,A-54,A-54,AUTOVÍA,LUGO,True,0.0,7224,6140.0,1084.0,15.0,40158.0,28.84,True,2598,488.42,0.3,1842.0,8.074,300000.0,8,8.074,False,0.0,16.5,16500.0,34.42,Endesa,True,5526.0,12,0.334909,Moderate,1842.0,0.267434
A54_0115,42.899752,-7.793206,A-54,A-54,AUTOVÍA,LUGO,True,50.0,1287,1094.0,193.0,15.0,3216.0,31.44,True,2598,87.01,0.3,328.2,12.367,44000.0,8,12.367,False,0.0,16.5,16500.0,26.044,Endesa,True,984.6,11,0.059673,Sufficient,328.2,0.252951
A55_0116,42.183429,-8.633829,A-55,A-55,AUTOVÍA,PONTEVEDRA,True,0.0,37419,31806.0,5613.0,15.0,52050.0,3.94,False,14163,2530.2,0.3,9541.8,1.779,700000.0,8,1.779,False,0.0,72.65,72650.0,113.204,Endesa,True,28625.4,12,0.394018,Moderate,9541.8,0.342154
A56_0117,42.556411,-7.809264,A-56,A-56,AUTOVÍA,LUGO,True,0.0,232,197.0,35.0,15.0,1077.0,18.22,False,2598,15.69,0.3,59.1,7.204,143650.0,12,7.204,False,0.0,72.65,72650.0,49.452,Endesa,True,177.3,2,0.00244,Sufficient,59.1,0.250383
A57_0118,42.37621,-8.623896,A-57,A-57,AUTOVÍA,PONTEVEDRA,True,0.0,10078,8566.0,1512.0,15.0,61113.0,13.31,False,14163,681.45,0.3,2569.8,4.008,44000.0,8,4.008,False,0.0,72.65,72650.0,110.838,Endesa,True,7709.4,12,0.106117,Sufficient,2569.8,0.274681
A58_0119,39.447442,-6.202837,A-58,A-58,AUTOVÍA,CÁCERES,True,0.0,3174,2698.0,476.0,15.0,7751.0,25.46,True,8278,214.62,0.3,809.4,6.109,44000.0,8,6.109,False,0.0,22.53,22530.0,61.672,i-DE,True,2428.2,12,0.107776,Sufficient,809.4,0.257586
A5R_0120,40.361373,-3.808657,A-5R,A-5R,AUTOVÍA,MADRID,True,0.0,118788,100970.0,17818.0,15.0,105127.0,2.1,False,102185,8032.54,0.3,30291.0,1.255,200000.0,8,1.255,False,0.0,0.29,290.0,5.129,Viesgo,False,90873.0,12,313.355172,Congested,30291.0,0.297068
A6_0121,41.051953,-4.700335,A-6,A-6,AUTOVÍA,SEGOVIA,True,0.0,14612,12420.0,2192.0,15.0,10375.0,51.62,True,51598,988.08,0.3,3726.0,4.069,286000.0,24,4.069,False,0.0,19.2,19200.0,52.601,i-DE,True,11178.0,12,0.582188,Moderate,3726.0,0.285533
A6_0122,43.201418,-8.034342,A-6,A-6,AUTOVÍA,SEGOVIA,True,50.0,1046,889.0,157.0,15.0,6225.0,3.81,False,51598,70.73,0.3,266.7,5.847,272000.0,16,5.847,False,0.0,60.0,60000.0,32.639,i-DE,True,800.1,9,0.013335,Sufficient,266.7,0.25239
A6_0123,40.554981,-3.899158,A-6,A-6,AUTOVÍA,SEGOVIA,True,100.0,112980,96033.0,16947.0,15.0,161109.0,16.67,False,51598,7639.8,0.3,28809.9,0.101,59200.0,16,0.101,False,0.0,16.56,16560.0,12.752,i-DE,False,86429.7,12,5.219185,Congested,28809.9,0.52545
A6_0124,42.57343,-6.768002,A-6,A-6,AUTOVÍA,SEGOVIA,True,150.0,1069,909.0,160.0,15.0,1003.0,61.36,True,51598,72.29,0.3,272.7,3.472,143000.0,12,3.472,False,0.0,35.0,35000.0,39.018,i-DE,True,818.1,9,0.023374,Sufficient,272.7,0.252441
A6_0125,42.619418,-6.831283,A-6,A-6,AUTOVÍA,SEGOVIA,True,200.0,1069,909.0,160.0,15.0,1003.0,67.7,True,51598,72.29,0.3,272.7,4.801,143650.0,12,4.801,False,0.0,35.0,35000.0,37.905,i-DE,True,818.1,9,0.023374,Sufficient,272.7,0.252441
A6_0126,41.280725,-4.892545,A-6,A-6,AUTOVÍA,SEGOVIA,True,250.0,13696,11642.0,2054.0,15.0,83107.0,24.47,True,51598,926.13,0.3,3492.6,0.672,143650.0,12,0.672,False,0.0,19.2,19200.0,31.005,i-DE,True,10477.8,12,0.545719,Moderate,3492.6,0.283295
A6_0127,41.8855,-5.461184,A-6,A-6,AUTOVÍA,SEGOVIA,True,300.0,17901,15216.0,2685.0,15.0,125593.0,1.14,False,51598,1210.48,0.3,4564.8,4.011,240000.0,8,4.011,False,0.0,64.17,64170.0,45.106,i-DE,True,13694.4,12,0.213408,Sufficient,4564.8,0.293968
A6_0128,42.569312,-6.544075,A-6,A-6,AUTOVÍA,SEGOVIA,True,350.0,1069,909.0,160.0,15.0,1003.0,43.52,True,51598,72.29,0.3,272.7,3.343,143650.0,12,3.343,False,0.0,13.06,13060.0,55.264,i-DE,True,818.1,9,0.062642,Sufficient,272.7,0.25241
A6_0129,43.242615,-8.143693,A-6,A-6,AUTOVÍA,SEGOVIA,True,400.0,13026,11072.0,1954.0,15.0,23134.0,12.16,False,51598,880.83,0.3,3321.6,1.47,212000.0,16,1.47,False,0.0,60.0,60000.0,39.822,i-DE,True,9964.8,12,0.16608,Sufficient,3321.6,0.281934
A6_0130,40.608465,-3.973676,A-6,A-6,AUTOVÍA,SEGOVIA,True,450.0,112980,96033.0,16947.0,15.0,161109.0,25.32,True,51598,7639.8,0.3,28809.9,1.868,300000.0,8,1.868,False,0.0,16.56,16560.0,21.356,i-DE,True,86429.7,12,5.219185,Congested,28809.9,0.52545
A6_0131,42.043615,-5.673319,A-6,A-6,AUTOVÍA,SEGOVIA,True,500.0,10350,8798.0,1552.0,15.0,900.0,0.55,False,51598,699.88,0.3,2639.4,4.061,3000000.0,48,4.061,False,0.0,64.17,64170.0,56.683,i-DE,True,7918.2,12,0.123394,Sufficient,2639.4,0.275343
A60_0132,42.415582,-5.359388,A-60,A-60,AUTOVÍA,LEÓN,True,0.0,10350,8798.0,1552.0,15.0,95562.0,43.48,True,11624,699.82,0.3,2639.4,6.896,143650.0,12,6.896,False,0.0,6.2,6200.0,51.839,Viesgo,True,7918.2,12,1.277129,Congested,2639.4,0.274434
A62_0133,42.14075,-4.106933,A-62,A-62,AUTOVÍA,BURGOS,True,0.0,5222,4439.0,783.0,15.0,6773.0,61.25,True,6219,353.09,0.3,1331.7,5.733,272000.0,16,5.733,False,0.0,0.12,120.0,36.806,i-DE,True,3995.1,12,33.2925,Congested,1331.7,0.236513
A62_0134,41.298475,-5.231586,A-62,A-62,AUTOVÍA,BURGOS,True,50.0,14612,12420.0,2192.0,15.0,10375.0,4.9,False,6219,988.01,0.3,3726.0,0.652,272000.0,16,0.652,False,0.0,64.17,64170.0,49.722,i-DE,True,11178.0,12,0.174194,Sufficient,3726.0,0.285854
A62_0135,41.000385,-5.646428,A-62,A-62,AUTOVÍA,BURGOS,True,100.0,609,518.0,91.0,15.0,57.0,9.59,False,6219,41.18,0.3,155.4,0.569,143650.0,12,0.569,False,0.0,21.9,21900.0,55.792,i-DE,True,466.2,5,0.021288,Sufficient,155.4,0.251303
A62_0136,41.519428,-4.936182,A-62,A-62,AUTOVÍA,BURGOS,True,150.0,13696,11642.0,2054.0,15.0,3301.0,13.79,False,6219,926.07,0.3,3492.6,0.484,244000.0,24,0.484,False,0.0,19.2,19200.0,18.535,i-DE,True,10477.8,12,0.545719,Moderate,3492.6,0.283295
A62_0137,41.679488,-4.738803,A-62,A-62,AUTOVÍA,BURGOS,True,200.0,89,76.0,13.0,15.0,6.0,32.99,True,6219,6.02,0.3,22.8,1.33,143000.0,12,1.33,False,0.0,105.93,105930.0,3.553,i-DE,False,68.4,2,0.000646,Sufficient,22.8,0.250032
A62_0138,40.667059,-6.43403,A-62,A-62,AUTOVÍA,BURGOS,True,250.0,4323,3675.0,648.0,15.0,5131.0,65.79,True,6219,292.3,0.3,1102.5,3.547,272000.0,16,3.547,False,0.0,24.0,24000.0,89.124,i-DE,True,3307.5,12,0.137812,Sufficient,1102.5,0.260408
A62_0139,40.588635,-6.778965,A-62,A-62,AUTOVÍA,BURGOS,True,300.0,8094,6880.0,1214.0,15.0,6419.0,85.66,True,6219,547.29,0.3,2064.0,1.069,4320000.0,48,1.069,False,0.0,3.0,3000.0,83.92,i-DE,True,6192.0,12,2.064,Congested,2064.0,0.268227
A63_0140,43.396334,-6.136348,A-63,A-63,AUTOVÍA,ASTURIAS,True,0.0,3164,2689.0,475.0,15.0,8850.0,12.86,False,15823,213.94,0.3,806.7,5.179,7400.0,4,5.179,False,0.0,35.0,35000.0,21.015,Viesgo,True,2420.1,12,0.069146,Sufficient,806.7,0.25759
A64_0141,43.382366,-5.679464,A-64,A-64,AUTOVÍA,ASTURIAS,True,0.0,4793,4074.0,719.0,15.0,187.0,33.67,True,15823,324.09,0.3,1222.2,1.42,132000.0,24,1.42,False,0.0,3.98,3980.0,16.793,Viesgo,True,3666.6,12,0.921256,Congested,1222.2,0.260953
A65_0142,42.031277,-4.585333,A-65,A-65,AUTOVÍA,PALENCIA,True,0.0,89,76.0,13.0,15.0,6.0,65.87,True,3994,6.02,0.3,22.8,1.99,300000.0,8,1.99,False,0.0,0.12,120.0,34.947,i-DE,True,68.4,2,0.57,Congested,22.8,0.249583
A66_0143,40.213542,-5.989385,A-66,A-66,AUTOVÍA,CÁCERES,True,0.0,4592,3903.0,689.0,15.0,46.0,12.21,False,8278,310.5,0.3,1170.9,2.743,44000.0,8,2.743,False,0.0,24.0,24000.0,26.565,i-DE,True,3512.7,12,0.146362,Sufficient,1170.9,0.261066
A66_0144,41.366555,-5.716314,A-66,A-66,AUTOVÍA,CÁCERES,True,50.0,252,214.0,38.0,15.0,138.0,11.96,False,8278,17.04,0.3,64.2,12.078,44000.0,8,12.078,False,0.0,42.4,42400.0,17.527,i-DE,True,192.6,2,0.004542,Sufficient,64.2,0.250431
A66_0145,40.429326,-5.697863,A-66,A-66,AUTOVÍA,CÁCERES,True,100.0,4323,3675.0,648.0,15.0,4876.0,11.17,False,8278,292.31,0.3,1102.5,6.121,132000.0,24,6.121,False,0.0,24.0,24000.0,41.895,i-DE,True,3307.5,12,0.137812,Sufficient,1102.5,0.260408
A66_0146,42.087908,-5.655649,A-66,A-66,AUTOVÍA,CÁCERES,True,150.0,10350,8798.0,1552.0,15.0,95562.0,0.69,False,8278,699.84,0.3,2639.4,7.624,143000.0,12,7.624,False,0.0,64.17,64170.0,61.726,i-DE,True,7918.2,12,0.123394,Sufficient,2639.4,0.275343
A66_0147,37.480593,-6.057746,A-66,A-66,AUTOVÍA,CÁCERES,True,200.0,1585,1347.0,238.0,15.0,3924.0,2.04,False,8278,107.17,0.3,404.1,2.814,262000.0,12,2.814,False,0.0,34.24,34240.0,15.122,i-DE,True,1212.3,12,0.035406,Sufficient,404.1,0.253707
A66_0148,39.191647,-6.27749,A-66,A-66,AUTOVÍA,CÁCERES,True,250.0,9188,7810.0,1378.0,15.0,3583.0,25.04,True,8278,621.27,0.3,2343.0,3.291,300000.0,8,3.291,False,0.0,6.85,6850.0,75.947,i-DE,True,7029.0,12,1.026131,Congested,2343.0,0.271754
A66_0149,38.154241,-6.28141,A-66,A-66,AUTOVÍA,CÁCERES,True,300.0,1025,871.0,154.0,15.0,67.0,36.84,True,8278,69.31,0.3,261.3,6.756,44000.0,8,6.756,False,0.0,34.24,34240.0,90.355,i-DE,True,783.9,9,0.022894,Sufficient,261.3,0.25233
A66_0150,40.149269,-6.037652,A-66,A-66,AUTOVÍA,CÁCERES,True,350.0,4592,3903.0,689.0,15.0,45961.0,8.53,False,8278,310.5,0.3,1170.9,3.324,44340.0,8,3.324,False,0.0,22.53,22530.0,24.48,i-DE,True,3512.7,12,0.155912,Sufficient,1170.9,0.261058
A66_0151,40.386376,-5.795822,A-66,A-66,AUTOVÍA,CÁCERES,True,400.0,4323,3675.0,648.0,15.0,4876.0,18.79,False,8278,292.31,0.3,1102.5,2.824,143650.0,12,2.824,False,0.0,24.0,24000.0,36.982,i-DE,True,3307.5,12,0.137812,Sufficient,1102.5,0.260408
A66_0152,43.349782,-5.838834,A-66,A-66,AUTOVÍA,CÁCERES,True,450.0,4793,4074.0,719.0,15.0,7137.0,26.29,True,8278,324.09,0.3,1222.2,0.426,44000.0,8,0.426,False,0.0,1.39,1390.0,8.385,i-DE,False,3666.6,12,2.637842,Congested,1222.2,0.259601
A66_0153,38.389938,-6.340617,A-66,A-66,AUTOVÍA,CÁCERES,True,500.0,20005,17004.0,3001.0,15.0,90103.0,11.8,False,8278,1352.69,0.3,5101.2,7.538,122000.0,12,7.538,False,0.0,34.24,34240.0,116.79,i-DE,True,15303.6,12,0.446951,Moderate,5101.2,0.298993
A66_0154,40.641239,-5.631077,A-66,A-66,AUTOVÍA,CÁCERES,True,550.0,4323,3675.0,648.0,15.0,5131.0,11.95,False,8278,292.31,0.3,1102.5,6.466,1900000.0,40,6.466,False,0.0,24.0,24000.0,66.0,i-DE,True,3307.5,12,0.137812,Sufficient,1102.5,0.260408
A66_0155,41.515691,-5.703851,A-66,A-66,AUTOVÍA,CÁCERES,True,600.0,252,214.0,38.0,15.0,138.0,28.53,True,8278,17.04,0.3,64.2,1.329,143650.0,12,1.329,False,0.0,64.17,64170.0,3.475,i-DE,False,192.6,2,0.003001,Sufficient,64.2,0.250432
A66_0156,39.313508,-6.327687,A-66,A-66,AUTOVÍA,CÁCERES,True,650.0,14433,12268.0,2165.0,15.0,232876.0,35.64,True,8278,975.92,0.3,3680.4,2.965,844000.0,32,2.965,False,0.0,52.0,52000.0,65.659,i-DE,True,11041.2,12,0.212331,Sufficient,3680.4,0.285381
A66R_0157,42.533254,-5.602695,A-66R,A-66R,CARRETERA CONVENCIONAL,LEÓN,True,0.0,1352,1149.0,203.0,15.0,1329.0,36.94,True,11624,91.42,0.3,344.7,2.42,22180.0,8,2.42,False,0.0,6.2,6200.0,58.511,Viesgo,True,1034.1,11,0.16679,Sufficient,344.7,0.253027
A67_0158,42.113145,-4.480718,A-67,A-67,AUTOVÍA,PALENCIA,True,0.0,89,76.0,13.0,15.0,6.0,78.42,True,3994,6.02,0.3,22.8,10.77,300000.0,8,10.77,False,0.0,0.12,120.0,27.826,i-DE,True,68.4,2,0.57,Congested,22.8,0.249583
A67_0159,42.38691,-4.385695,A-67,A-67,AUTOVÍA,PALENCIA,True,50.0,5222,4439.0,783.0,15.0,6773.0,96.64,True,3994,353.07,0.3,1331.7,7.329,2720000.0,48,7.329,False,0.0,0.12,120.0,2.961,i-DE,False,3995.1,12,33.2925,Congested,1331.7,0.236513
