segment_point_id,latitude,longitude,road_code,route_segment,road_type,provincia,is_highway,km_marker,imd_total,imd_light,imd_heavy,pct_heavy,demand_index,imd_station_dist_km,imd_low_confidence,ev_fleet_province_2027,ev_fleet_point_allocated,ev_penetration_rate_2027,estimated_daily_ev_passages,nearest_charger_dist_km,nearest_charger_power_kw,nearest_charger_connections,nearest_fast_charger_dist_km,coverage_gap_flag,coverage_gap_km,available_capacity_mw,available_capacity_kw,nearest_substation_dist_km,distributor_network,grid_low_confidence,estimated_ev_demand_kw,n_chargers_proposed,grid_load_ratio,grid_status,traffic_weighted_demand,composite_priority_score
A67_0160,43.434817,-3.847979,A-67,A-67,AUTOVÍA,PALENCIA,True,100.0,5734,4874.0,860.0,15.0,4255.0,10.43,False,3994,387.68,0.3,1462.2,0.822,152000.0,12,0.822,False,0.0,2.0,2000.0,1.374,i-DE,False,4386.6,12,2.1933,Congested,1462.2,0.262281
A67_0161,42.450176,-4.392189,A-67,A-67,AUTOVÍA,PALENCIA,True,150.0,8490,7216.0,1274.0,15.0,13847.0,96.72,True,3994,574.02,0.3,2164.8,9.378,2720000.0,48,9.378,False,0.0,0.12,120.0,4.917,i-DE,False,6494.4,12,54.12,Congested,2164.8,0.228194
A67_0162,42.765478,-4.281296,A-67,A-67,AUTOVÍA,PALENCIA,True,200.0,8490,7216.0,1274.0,15.0,13847.0,60.91,True,3994,574.02,0.3,2164.8,3.166,372000.0,16,3.166,False,0.0,2.0,2000.0,2.266,i-DE,False,6494.4,12,3.2472,Congested,2164.8,0.268274
A68_0163,41.763469,-1.183965,A-68,A-68,AUTOVÍA,ZARAGOZA,True,0.0,46360,39406.0,6954.0,15.0,24710.0,32.02,True,9613,3134.91,0.3,11821.8,2.882,143650.0,12,2.882,False,0.0,48.03,48030.0,27.3,i-DE,True,35465.4,12,0.738401,Moderate,11821.8,0.364022
A7_0164,36.517495,-4.865655,A-7,A-7,AUTOVÍA,MÁLAGA,True,0.0,27829,23655.0,4174.0,15.0,23042.0,38.25,True,30654,1881.79,0.3,7096.5,1.38,143000.0,12,1.38,False,0.0,34.24,34240.0,135.54,Endesa,True,21289.5,12,0.621773,Moderate,7096.5,0.31823
A7_0165,36.732864,-4.320781,A-7,A-7,AUTOVÍA,MÁLAGA,True,50.0,51698,43943.0,7755.0,15.0,137930.0,16.38,False,30654,3495.81,0.3,13182.9,2.377,200000.0,8,2.377,False,0.0,51.53,51530.0,135.823,Endesa,True,39548.7,12,0.767489,Moderate,13182.9,0.377216
A7_0166,36.753349,-3.03968,A-7,A-7,AUTOVÍA,MÁLAGA,True,100.0,5328,4529.0,799.0,15.0,693.0,0.67,False,30654,360.28,0.3,1358.7,3.628,133020.0,24,3.628,False,0.0,29.22,29220.0,138.46,Endesa,True,4076.1,12,0.139497,Sufficient,1358.7,0.262895
A7_0167,37.098037,-2.041985,A-7,A-7,AUTOVÍA,MÁLAGA,True,150.0,5328,4529.0,799.0,15.0,693.0,97.17,True,30654,360.28,0.3,1358.7,13.882,121060.0,12,13.882,False,0.0,43.71,43710.0,47.237,Endesa,True,4076.1,12,0.093253,Sufficient,1358.7,0.262931
A7_0168,39.010888,-0.562239,A-7,A-7,AUTOVÍA,MÁLAGA,True,200.0,26613,22621.0,3992.0,15.0,174049.0,18.57,False,30654,1799.56,0.3,6786.3,1.698,400000.0,16,1.698,False,0.0,3.32,3320.0,3.27,Endesa,False,20358.9,12,6.132199,Congested,6786.3,0.310877
A7_0169,36.759178,-3.710237,A-7,A-7,AUTOVÍA,MÁLAGA,True,250.0,25693,21839.0,3854.0,15.0,136867.0,19.43,False,30654,1737.35,0.3,6551.7,3.219,132000.0,24,3.219,False,0.0,51.53,51530.0,156.017,Endesa,True,19655.1,12,0.38143,Moderate,6551.7,0.313129
A7_0170,37.146926,-1.976602,A-7,A-7,AUTOVÍA,MÁLAGA,True,300.0,5328,4529.0,799.0,15.0,693.0,104.68,True,30654,360.28,0.3,1358.7,5.936,121060.0,12,5.936,False,0.0,43.71,43710.0,39.431,Endesa,True,4076.1,12,0.093253,Sufficient,1358.7,0.262931
A7_0171,41.1277,1.237026,A-7,A-7,AUTOVÍA,MÁLAGA,True,350.0,26013,22111.0,3902.0,15.0,81603.0,8.14,False,30654,1758.99,0.3,6633.3,0.683,15200.0,8,0.683,False,0.0,46.2,46200.0,4.39,Endesa,False,19899.9,12,0.430734,Moderate,6633.3,0.313883
A7_0172,36.446695,-5.093106,A-7,A-7,AUTOVÍA,MÁLAGA,True,400.0,27829,23655.0,4174.0,15.0,23042.0,59.73,True,30654,1881.79,0.3,7096.5,3.063,2000000.0,32,3.063,False,0.0,34.24,34240.0,128.561,Endesa,True,21289.5,12,0.621773,Moderate,7096.5,0.31823
A7_0173,37.370477,-1.962713,A-7,A-7,AUTOVÍA,MÁLAGA,True,450.0,957,813.0,144.0,15.0,1266.0,108.06,True,30654,64.71,0.3,243.9,3.332,88680.0,16,3.332,False,0.0,29.22,29220.0,20.753,Endesa,True,731.7,8,0.025041,Sufficient,243.9,0.25216
A7_0174,36.738373,-3.378148,A-7,A-7,AUTOVÍA,MÁLAGA,True,500.0,25693,21839.0,3854.0,15.0,136867.0,15.21,False,30654,1737.35,0.3,6551.7,6.837,272000.0,16,6.837,False,0.0,29.22,29220.0,164.702,Endesa,True,19655.1,12,0.672659,Moderate,6551.7,0.3129
A7_0175,38.547701,-0.637789,A-7,A-7,AUTOVÍA,MÁLAGA,True,550.0,6357,5403.0,954.0,15.0,11932.0,24.87,True,30654,429.86,0.3,1620.9,3.698,143650.0,12,3.698,False,0.0,19.25,19250.0,7.006,Endesa,False,4862.7,12,0.252608,Sufficient,1620.9,0.265351
A7_0176,36.726011,-4.507986,A-7,A-7,AUTOVÍA,MÁLAGA,True,600.0,27829,23655.0,4174.0,15.0,1948.0,0.03,False,30654,1881.79,0.3,7096.5,1.763,132000.0,48,1.763,False,0.0,51.53,51530.0,133.342,Endesa,True,21289.5,12,0.413148,Moderate,7096.5,0.318394
A7_0177,39.465851,-0.550783,A-7,A-7,AUTOVÍA,MÁLAGA,True,650.0,42130,35810.0,6320.0,15.0,121250.0,17.72,False,30654,2848.82,0.3,10743.0,3.486,143650.0,12,3.486,False,0.0,17.32,17320.0,8.975,Endesa,False,32229.0,12,1.860797,Congested,10743.0,0.352662
A7_0178,36.201188,-5.424957,A-7,A-7,AUTOVÍA,MÁLAGA,True,700.0,10327,8778.0,1549.0,15.0,1859.0,81.13,True,30654,698.31,0.3,2633.4,0.499,44340.0,8,0.499,False,0.0,34.24,34240.0,139.446,Endesa,True,7900.2,12,0.23073,Sufficient,2633.4,0.2752
A7_0179,36.745943,-3.487441,A-7,A-7,AUTOVÍA,MÁLAGA,True,750.0,25693,21839.0,3854.0,15.0,136867.0,9.12,False,30654,1737.35,0.3,6551.7,1.952,200000.0,8,1.952,False,0.0,51.53,51530.0,169.137,Endesa,True,19655.1,12,0.38143,Moderate,6551.7,0.313129
A7_0180,36.91783,-2.211629,A-7,A-7,AUTOVÍA,MÁLAGA,True,800.0,5328,4529.0,799.0,15.0,693.0,76.4,True,30654,360.28,0.3,1358.7,5.575,132000.0,24,5.575,False,0.0,43.71,43710.0,72.288,Endesa,True,4076.1,12,0.093253,Sufficient,1358.7,0.262931
A70_0181,38.385299,-0.455592,A-70,A-70,AUTOVÍA,ALICANTE/ALACANT,True,0.0,6357,5403.0,954.0,15.0,11932.0,9.26,False,29797,429.85,0.3,1620.9,0.454,700000.0,8,0.454,False,0.0,24.99,24990.0,7.312,Viesgo,False,4862.7,12,0.194586,Sufficient,1620.9,0.265397
A73_0182,42.460003,-3.688154,A-73,A-73,AUTOVÍA,BURGOS,True,0.0,1376,1170.0,206.0,15.0,131.0,63.16,True,6219,93.04,0.3,351.0,2.821,48600.0,16,2.821,False,0.0,0.31,310.0,43.806,i-DE,True,1053.0,11,3.396774,Congested,351.0,0.250543
A75_0183,41.83862,-7.419684,A-75,A-75,AUTOVÍA,OURENSE,True,0.0,232,197.0,35.0,15.0,679.0,68.05,True,2673,15.69,0.3,59.1,1.564,122000.0,12,1.564,False,0.0,14.96,14960.0,45.847,Endesa,True,177.3,2,0.011852,Sufficient,59.1,0.250376
A77_0184,38.39246,-0.547078,A-77,A-77,AUTOVÍA,ALICANTE/ALACANT,True,0.0,68306,58060.0,10246.0,15.0,97951.0,15.03,False,29797,4618.79,0.3,17418.0,1.432,300000.0,8,1.432,False,0.0,24.99,24990.0,0.946,Viesgo,False,52254.0,12,2.090996,Congested,17418.0,0.417297
A8_0185,43.383236,-4.561012,A-8,A-8,AUTOVÍA,ASTURIAS,True,0.0,8490,7216.0,1274.0,15.0,13847.0,28.23,True,15823,574.07,0.3,2164.8,0.606,7400.0,4,0.606,False,0.0,1.37,1370.0,7.405,Viesgo,False,6494.4,12,4.740438,Congested,2164.8,0.267097
A8_0186,43.388797,-3.68237,A-8,A-8,AUTOVÍA,ASTURIAS,True,50.0,5734,4874.0,860.0,15.0,4255.0,6.95,False,15823,387.72,0.3,1462.2,0.14,143650.0,12,0.14,False,0.0,0.72,720.0,2.981,Viesgo,False,4386.6,12,6.0925,Congested,1462.2,0.25921
A8_0187,43.540395,-6.991869,A-8,A-8,AUTOVÍA,ASTURIAS,True,100.0,5997,5097.0,900.0,15.0,5055.0,13.36,False,15823,405.5,0.3,1529.1,0.697,272000.0,16,0.697,False,0.0,9.43,9430.0,4.85,Viesgo,False,4587.3,12,0.486458,Moderate,1529.1,0.264276
A8_0188,43.535464,-7.242103,A-8,A-8,AUTOVÍA,ASTURIAS,True,150.0,5997,5097.0,900.0,15.0,10243.0,4.85,False,15823,405.5,0.3,1529.1,1.758,150000.0,12,1.758,False,0.0,19.0,19000.0,13.653,Viesgo,False,4587.3,12,0.241437,Sufficient,1529.1,0.264469
A8_0189,43.529295,-6.561316,A-8,A-8,AUTOVÍA,ASTURIAS,True,200.0,3683,3131.0,552.0,15.0,873.0,18.49,False,15823,249.03,0.3,939.3,0.33,286000.0,24,0.33,False,0.0,38.97,38970.0,3.141,Viesgo,False,2817.9,12,0.072309,Sufficient,939.3,0.258875
A8_0190,43.37779,-3.749285,A-8,A-8,AUTOVÍA,ASTURIAS,True,250.0,5734,4874.0,860.0,15.0,4255.0,1.73,False,15823,387.72,0.3,1462.2,1.082,143000.0,12,1.082,False,0.0,0.53,530.0,2.309,Viesgo,False,4386.6,12,8.276604,Congested,1462.2,0.257489
A8_0191,43.373536,-3.21886,A-8,A-8,AUTOVÍA,ASTURIAS,True,300.0,14217,12084.0,2133.0,15.0,1066.0,18.64,False,15823,961.32,0.3,3625.2,0.63,143000.0,12,0.63,False,0.0,0.73,730.0,20.421,Viesgo,True,10875.6,12,14.898082,Congested,3625.2,0.273275
A8_0192,43.532373,-5.87444,A-8,A-8,AUTOVÍA,ASTURIAS,True,350.0,4793,4074.0,719.0,15.0,187.0,12.98,False,15823,324.09,0.3,1222.2,0.686,7400.0,4,0.686,False,0.0,1.39,1390.0,28.877,Viesgo,True,3666.6,12,2.637842,Congested,1222.2,0.259601
A8_0193,43.335777,-3.826193,A-8,A-8,AUTOVÍA,ASTURIAS,True,400.0,5734,4874.0,860.0,15.0,4255.0,6.16,False,15823,387.72,0.3,1462.2,1.151,272000.0,16,1.151,False,0.0,1.74,1740.0,6.699,Viesgo,False,4386.6,12,2.521034,Congested,1462.2,0.262023
A8_0194,43.329799,-3.964225,A-8,A-8,AUTOVÍA,ASTURIAS,True,450.0,41138,34967.0,6171.0,15.0,44347.0,8.71,False,15823,2781.64,0.3,10490.1,4.576,240000.0,8,4.576,False,0.0,0.53,530.0,3.344,Viesgo,False,31470.3,12,59.377925,Congested,10490.1,0.304892
A91_0195,37.566068,-1.819535,A-91,A-91,AUTOVÍA,MURCIA,True,0.0,957,813.0,144.0,15.0,1266.0,82.94,True,5395,64.71,0.3,243.9,1.529,143650.0,12,1.529,False,0.0,25.49,25490.0,6.357,Viesgo,False,731.7,8,0.028705,Sufficient,243.9,0.252157
A92_0196,36.897007,-2.416727,A-92,A-92,AUTOVÍA,ALMERÍA,True,0.0,5328,4529.0,799.0,15.0,693.0,58.16,True,1441,360.25,0.3,1358.7,1.45,120000.0,8,1.45,False,0.0,43.71,43710.0,86.132,Endesa,True,4076.1,12,0.093253,Sufficient,1358.7,0.262931
AC10_0197,43.352355,-8.386736,AC-10,AC-10,CARRETERA CONVENCIONAL,A CORUÑA,False,0.0,9228,7844.0,1384.0,15.0,7844.0,7.22,False,7675,623.93,0.3,2353.2,0.579,143650.0,12,0.579,False,0.0,60.0,60000.0,58.89,Endesa,True,7059.6,12,0.11766,Sufficient,2353.2,0.272569
AC14_0198,43.324354,-8.412371,AC-14,AC-14,AUTOVÍA,A CORUÑA,False,0.0,9228,7844.0,1384.0,15.0,7844.0,5.35,False,7675,623.93,0.3,2353.2,1.291,143650.0,12,1.291,False,0.0,60.0,60000.0,60.843,Endesa,True,7059.6,12,0.11766,Sufficient,2353.2,0.272569
AC14AL_0199,43.294113,-8.402118,AC-14AL,AC-14AL,CARRETERA CONVENCIONAL,A CORUÑA,False,0.0,9228,7844.0,1384.0,15.0,7844.0,2.84,False,7675,623.93,0.3,2353.2,2.483,272000.0,16,2.483,False,0.0,60.0,60000.0,60.054,Endesa,True,7059.6,12,0.11766,Sufficient,2353.2,0.272569
AC14T_0200,43.296435,-8.401041,AC-14T,AC-14T,CARRETERA CONVENCIONAL,A CORUÑA,False,0.0,9228,7844.0,1384.0,15.0,7844.0,2.82,False,7675,623.93,0.3,2353.2,2.582,286000.0,24,2.582,False,0.0,60.0,60000.0,59.956,Endesa,True,7059.6,12,0.11766,Sufficient,2353.2,0.272569
AC15_0201,43.346463,-8.49677,AC-15,AC-15,AUTOVÍA,A CORUÑA,False,0.0,9228,7844.0,1384.0,15.0,7844.0,12.28,False,7675,623.93,0.3,2353.2,3.236,120000.0,8,3.236,False,0.0,60.0,60000.0,67.776,Endesa,True,7059.6,12,0.11766,Sufficient,2353.2,0.272569
AI81_0202,43.547261,-5.865301,AI-81,AI-81,AUTOVÍA,ASTURIAS,False,0.0,4793,4074.0,719.0,15.0,187.0,13.71,False,15823,324.09,0.3,1222.2,0.72,100000.0,8,0.72,False,0.0,1.39,1390.0,30.435,Viesgo,True,3666.6,12,2.637842,Congested,1222.2,0.259601
AI82_0203,43.556507,-6.029328,AI-82,AI-82,AUTOVÍA,ASTURIAS,False,0.0,4793,4074.0,719.0,15.0,187.0,1.87,False,15823,324.09,0.3,1222.2,1.67,380000.0,12,1.67,False,0.0,35.0,35000.0,34.972,Viesgo,True,3666.6,12,0.10476,Sufficient,1222.2,0.261596
AL14_0204,36.833308,-2.487056,AL-14,AL-14,CARRETERA CONVENCIONAL,ALMERÍA,False,0.0,5328,4529.0,799.0,15.0,693.0,50.4,True,1441,360.25,0.3,1358.7,2.059,143000.0,12,2.059,False,0.0,43.71,43710.0,95.557,Endesa,True,4076.1,12,0.093253,Sufficient,1358.7,0.262931
AV20_0205,40.676252,-4.640683,AV-20,AV-20,AUTOVÍA,ÁVILA,False,0.0,106543,90562.0,15981.0,15.0,63606.0,76.18,True,10986,7204.43,0.3,27168.6,0.833,272000.0,16,0.833,False,0.0,16.56,16560.0,74.445,i-DE,True,81505.8,12,4.921848,Congested,27168.6,0.509747
B10_0206,41.340068,2.113615,B-10,B-10,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,62.15,True,6597,1099.5,0.3,4146.3,0.804,122200.0,20,0.804,False,0.0,16.5,16500.0,3.257,Endesa,False,12438.9,12,0.753873,Moderate,4146.3,0.289479
B20_0207,41.471366,2.278505,B-20,B-20,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,80.43,True,6597,1099.5,0.3,4146.3,0.378,49200.0,16,0.378,False,0.0,1.18,1180.0,6.764,Endesa,False,12438.9,12,10.541441,Congested,4146.3,0.281768
B22_0208,41.30219,2.056046,B-22,B-22,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,56.3,True,6597,1099.5,0.3,4146.3,1.247,143650.0,12,1.247,False,0.0,16.94,16940.0,9.245,Endesa,False,12438.9,12,0.734292,Moderate,4146.3,0.289494
B24_0209,41.380236,1.920951,B-24,B-24,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,49.14,True,6597,1099.5,0.3,4146.3,2.054,88000.0,16,2.054,False,0.0,11.4,11400.0,9.089,Endesa,False,12438.9,12,1.091132,Congested,4146.3,0.289213
B30_0210,41.502789,2.122042,B-30,B-30,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,70.59,True,6597,1099.5,0.3,4146.3,0.966,44000.0,8,0.966,False,0.0,1.18,1180.0,8.106,Endesa,False,12438.9,12,10.541441,Congested,4146.3,0.281768
B40_0211,41.553071,1.976101,B-40,B-40,AUTOVÍA,BARCELONA,False,0.0,16260,13821.0,2439.0,15.0,1789.0,64.26,True,6597,1099.5,0.3,4146.3,1.012,88680.0,16,1.012,False,0.0,11.4,11400.0,11.988,Endesa,False,12438.9,12,1.091132,Congested,4146.3,0.289213
BU12_0212,42.345026,-3.636606,BU-12,BU-12,CARRETERA CONVENCIONAL,BURGOS,False,0.0,1376,1170.0,206.0,15.0,131.0,62.48,True,6219,93.04,0.3,351.0,0.573,22000.0,8,0.573,False,0.0,0.31,310.0,57.082,i-DE,True,1053.0,11,3.396774,Congested,351.0,0.250543
BU30_0213,42.304696,-3.745343,BU-30,BU-30,AUTOVÍA,BURGOS,False,0.0,5222,4439.0,783.0,15.0,653.0,71.08,True,6219,353.09,0.3,1331.7,0.623,14800.0,8,0.623,False,0.0,0.12,120.0,52.549,i-DE,True,3995.1,12,33.2925,Congested,1331.7,0.236513
BU30R_0214,42.348373,-3.793961,BU-30R,BU-30R,AUTOVÍA,BURGOS,False,0.0,1376,1170.0,206.0,15.0,131.0,74.56,True,6219,93.04,0.3,351.0,2.422,143650.0,12,2.422,False,0.0,0.12,120.0,47.706,i-DE,True,1053.0,11,8.775,Congested,351.0,0.246306
CA32_0215,36.56648,-6.202896,CA-32,CA-32,AUTOVÍA,CÁDIZ,False,0.0,47745,40583.0,7162.0,15.0,35093.0,9.02,False,41685,3228.5,0.3,12174.9,2.719,88800.0,48,2.719,False,0.0,34.24,34240.0,94.579,Endesa,True,36524.7,12,1.066726,Congested,12174.9,0.367192
CA33_0216,36.467807,-6.167937,CA-33,CA-33,AUTOVÍA,CÁDIZ,False,0.0,47745,40583.0,7162.0,15.0,35093.0,19.73,False,41685,3228.5,0.3,12174.9,2.856,60720.0,32,2.856,False,0.0,34.24,34240.0,104.533,Endesa,True,36524.7,12,1.066726,Congested,12174.9,0.367192
CA35_0217,36.532789,-6.203041,CA-35,CA-35,AUTOVÍA,CÁDIZ,False,0.0,47745,40583.0,7162.0,15.0,35093.0,12.68,False,41685,3228.5,0.3,12174.9,0.332,44340.0,8,0.332,False,0.0,34.24,34240.0,98.204,Endesa,True,36524.7,12,1.066726,Congested,12174.9,0.367192
CA36_0218,36.523135,-6.222573,CA-36,CA-36,AUTOVÍA,CÁDIZ,False,0.0,47745,40583.0,7162.0,15.0,35093.0,14.12,False,41685,3228.5,0.3,12174.9,0.332,44340.0,8,0.332,False,0.0,34.24,34240.0,99.684,Endesa,True,36524.7,12,1.066726,Congested,12174.9,0.367192
CO31_0219,37.899102,-4.748545,CO-31,CO-31,AUTOVÍA,CÓRDOBA,False,0.0,1298,1103.0,195.0,15.0,5344.0,17.4,False,20131,87.77,0.3,330.9,0.603,50000.0,4,0.603,False,0.0,51.53,51530.0,3.917,Endesa,False,992.7,11,0.019265,Sufficient,330.9,0.253009
CO32_0220,37.822606,-4.776221,CO-32,CO-32,AUTOVÍA,CÓRDOBA,False,0.0,1298,1103.0,195.0,15.0,5344.0,8.56,False,20131,87.77,0.3,330.9,2.917,66420.0,24,2.917,False,0.0,51.53,51530.0,11.966,Endesa,False,992.7,11,0.019265,Sufficient,330.9,0.253009
CS22_0221,39.984225,-0.005789,CS-22,CS-22,AUTOVÍA,CASTELLÓN/CASTELLÓ,False,0.0,21740,18479.0,3261.0,15.0,117309.0,5.01,False,1535,1469.44,0.3,5543.7,1.053,143000.0,12,1.053,False,0.0,8.42,8420.0,42.296,Viesgo,True,16631.1,12,1.97519,Congested,5543.7,0.302086
CT31_0222,37.634972,-1.030423,CT-31,CT-31,AUTOVÍA,MURCIA,False,0.0,957,813.0,144.0,15.0,1266.0,71.39,True,5395,64.71,0.3,243.9,2.163,88000.0,16,2.163,False,0.0,46.97,46970.0,2.087,Viesgo,False,731.7,8,0.015578,Sufficient,243.9,0.252167
CT32_0223,37.620665,-0.948205,CT-32,CT-32,AUTOVÍA,MURCIA,False,0.0,957,813.0,144.0,15.0,1266.0,76.05,True,5395,64.71,0.3,243.9,0.372,396000.0,72,0.372,False,0.0,40.59,40590.0,1.855,Viesgo,False,731.7,8,0.018027,Sufficient,243.9,0.252165
CT34_0224,37.570294,-0.938431,CT-34,CT-34,CARRETERA CONVENCIONAL,MURCIA,False,0.0,957,813.0,144.0,15.0,1266.0,81.39,True,5395,64.71,0.3,243.9,0.322,44340.0,8,0.322,False,0.0,2.34,2340.0,1.582,Viesgo,False,731.7,8,0.312692,Moderate,243.9,0.251933
CV80_0225,38.608624,-0.669199,CV-80,CV-80,AUTOVÍA,ALICANTE/ALACANT,False,0.0,27537,23406.0,4131.0,15.0,234037.0,21.85,True,29797,1862.03,0.3,7021.8,0.829,143650.0,12,0.829,False,0.0,19.25,19250.0,0.726,Viesgo,False,21065.4,12,1.094306,Congested,7021.8,0.317132
EL20_0226,38.299406,-0.669402,EL-20,EL-20,AUTOVÍA,ALICANTE/ALACANT,False,0.0,68306,58060.0,10246.0,15.0,97951.0,0.31,False,29797,4618.79,0.3,17418.0,2.679,88000.0,16,2.679,False,0.0,22.59,22590.0,11.324,Viesgo,False,52254.0,12,2.313147,Congested,17418.0,0.417122
GJ10_0227,43.523841,-5.69328,GJ-10,GJ-10,CARRETERA CONVENCIONAL,ASTURIAS,False,0.0,4793,4074.0,719.0,15.0,187.0,27.66,True,15823,324.09,0.3,1222.2,0.792,143650.0,12,0.792,False,0.0,3.98,3980.0,29.664,Viesgo,True,3666.6,12,0.921256,Congested,1222.2,0.260953
GJ81_0228,43.523841,-5.69328,GJ-81,GJ-81,AUTOVÍA,ASTURIAS,False,0.0,4793,4074.0,719.0,15.0,187.0,27.66,True,15823,324.09,0.3,1222.2,0.792,143650.0,12,0.792,False,0.0,3.98,3980.0,29.664,Viesgo,True,3666.6,12,0.921256,Congested,1222.2,0.260953
GR14_0229,36.745189,-3.563489,GR-14,GR-14,AUTOVÍA,GRANADA,False,0.0,25693,21839.0,3854.0,15.0,136867.0,10.22,False,16255,1737.35,0.3,6551.7,1.835,88000.0,16,1.835,False,0.0,51.53,51530.0,164.971,Endesa,True,19655.1,12,0.38143,Moderate,6551.7,0.313129
GR16_0230,36.73693,-3.491745,GR-16,GR-16,AUTOVÍA,GRANADA,False,0.0,25693,21839.0,3854.0,15.0,136867.0,10.03,False,16255,1737.35,0.3,6551.7,1.584,200000.0,8,1.584,False,0.0,51.53,51530.0,169.667,Endesa,True,19655.1,12,0.38143,Moderate,6551.7,0.313129
GR30_0231,37.15795,-3.612606,GR-30,GR-30,AUTOVÍA,GRANADA,False,0.0,27913,23726.0,4187.0,15.0,243373.0,32.19,True,16255,1887.46,0.3,7117.8,0.398,100000.0,8,0.398,False,0.0,51.53,51530.0,128.415,Endesa,True,21353.4,12,0.414388,Moderate,7117.8,0.3186
GR43_0232,37.213651,-3.71476,GR-43,GR-43,AUTOVÍA,GRANADA,False,0.0,27913,23726.0,4187.0,15.0,243373.0,41.47,True,16255,1887.46,0.3,7117.8,1.321,176000.0,64,1.321,False,0.0,51.53,51530.0,117.531,Endesa,True,21353.4,12,0.414388,Moderate,7117.8,0.3186
H30_0233,37.24526,-6.943928,H-30,H-30,AUTOVÍA,HUELVA,False,0.0,78660,66861.0,11799.0,15.0,323686.0,74.69,True,27206,5318.93,0.3,20058.3,0.921,44000.0,8,0.921,False,0.0,34.24,34240.0,91.32,Endesa,True,60174.9,12,1.757445,Congested,20058.3,0.443198
H31_0234,37.309002,-6.890905,H-31,H-31,AUTOVÍA,HUELVA,False,0.0,78660,66861.0,11799.0,15.0,323686.0,69.03,True,27206,5318.93,0.3,20058.3,1.597,100000.0,8,1.597,False,0.0,34.24,34240.0,85.628,Endesa,True,60174.9,12,1.757445,Congested,20058.3,0.443198
LE11_0235,42.556588,-5.569575,LE-11,LE-11,AUTOVÍA,LEÓN,False,0.0,1352,1149.0,203.0,15.0,1329.0,40.36,True,11624,91.42,0.3,344.7,1.995,22180.0,8,1.995,False,0.0,6.2,6200.0,54.882,Viesgo,True,1034.1,11,0.16679,Sufficient,344.7,0.253027
LE30_0236,42.56935,-5.581892,LE-30,LE-30,AUTOVÍA,LEÓN,False,0.0,1352,1149.0,203.0,15.0,1329.0,39.93,True,11624,91.42,0.3,344.7,0.369,143650.0,12,0.369,False,0.0,6.2,6200.0,55.135,Viesgo,True,1034.1,11,0.16679,Sufficient,344.7,0.253027
LL12_0237,41.559267,0.620903,LL-12,LL-12,AUTOVÍA,LLEIDA,False,0.0,2132,1812.0,320.0,15.0,3846.0,28.97,True,10693,144.16,0.3,543.6,4.553,143000.0,12,4.553,False,0.0,0.95,950.0,2.019,Endesa,False,1630.8,12,1.716632,Congested,543.6,0.253737
LO20_0238,42.439142,-2.537421,LO-20,LO-20,AUTOVÍA,LA RIOJA,False,0.0,7418,6305.0,1113.0,15.0,3182.0,18.2,False,7028,501.61,0.3,1891.5,2.181,474000.0,28,2.181,False,0.0,10.74,10740.0,4.411,i-DE,False,5674.5,12,0.528352,Moderate,1891.5,0.267762
M11_0239,40.471116,-3.605602,M-11,M-11,AUTOVÍA,MADRID,False,0.0,151055,128397.0,22658.0,15.0,79002.0,6.89,False,102185,10214.46,0.3,38519.1,1.247,530000.0,24,1.247,False,0.0,36.64,36640.0,5.136,Viesgo,False,115557.3,12,3.153856,Congested,38519.1,0.621356
M13_0240,40.479175,-3.604351,M-13,M-13,AUTOVÍA,MADRID,False,0.0,151055,128397.0,22658.0,15.0,79002.0,6.03,False,102185,10214.46,0.3,38519.1,1.385,217200.0,128,1.385,False,0.0,36.64,36640.0,4.931,Viesgo,False,115557.3,12,3.153856,Congested,38519.1,0.621356
M14_0241,40.457045,-3.582031,M-14,M-14,AUTOVÍA,MADRID,False,0.0,161620,137377.0,24243.0,15.0,319846.0,8.06,False,102185,10928.87,0.3,41213.1,0.382,352000.0,64,0.382,False,0.0,36.64,36640.0,7.628,Viesgo,False,123639.3,12,3.374435,Congested,41213.1,0.647342
M21_0242,40.449177,-3.603852,M-21,M-21,AUTOVÍA,MADRID,False,0.0,161620,137377.0,24243.0,15.0,319846.0,6.75,False,102185,10928.87,0.3,41213.1,0.804,14800.0,8,0.804,False,0.0,129.27,129270.00000000001,6.325,Viesgo,False,123639.3,12,0.956442,Congested,41213.1,0.649247
M22_0243,40.438973,-3.560087,M-22,M-22,CARRETERA CONVENCIONAL,MADRID,False,0.0,161620,137377.0,24243.0,15.0,319846.0,7.25,False,102185,10928.87,0.3,41213.1,0.707,29600.0,16,0.707,False,0.0,129.27,129270.00000000001,9.278,Viesgo,False,123639.3,12,0.956442,Congested,41213.1,0.649247
M23_0244,40.41772,-3.65537,M-23,M-23,AUTOVÍA,MADRID,False,0.0,161620,137377.0,24243.0,15.0,319846.0,4.67,False,102185,10928.87,0.3,41213.1,0.636,118400.0,64,0.636,False,0.0,129.27,129270.00000000001,0.882,Viesgo,False,123639.3,12,0.956442,Congested,41213.1,0.649247
